operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.602195,-58.5657279",120000.0,USD,1819488.0,120000.0,91.0,69.0,1318.6813186813188,1739.1304347826087,,4.0,,http://caseros.properati.com.ar/10mic_venta_departamentos_caseros_patio_toilette_garage_pablo-yaryura-casa-central
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5868037398,-58.4149373391",169000.0,USD,2562445.6,169000.0,90.0,70.0,1877.7777777777776,2414.285714285714,,,,http://palermo.properati.com.ar/e3w0_venta_departamento_palermo
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6105529,-58.4117165",67500.0,USD,1023462.0,67500.0,36.0,36.0,1875.0,1875.0,,,,http://almagro.properati.com.ar/svxi_venta_departamentos_almagro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5112577,-58.4922975",180000.0,USD,2729232.0,180000.0,88.0,84.0,2045.4545454545453,2142.8571428571427,6.0,,,http://olivos.properati.com.ar/11j07_venta_departamentos_olivos_juan-de-garay_2700_baulera_lavadero_patio_toilette_vestidor_vista_garage_placard_martin-fonseca-propiedades-martin-fonseca-csi-6105
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,100000.0,USD,1516240.0,100000.0,,36.0,,2777.777777777778,,2.0,,http://haedo.properati.com.ar/s5rl_venta_departamentos_moron
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6214652,-58.4045115",1395500.0,ARS,1391626.75,91781.43,37.0,32.0,2480.579189189189,43609.375,5.0,1.0,,http://san-cristobal.properati.com.ar/npeo_venta_departamentos_san-cristobal_catamarca_1000
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,550000.0,USD,8339320.0,550000.0,480.0,480.0,1145.8333333333333,1145.8333333333333,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/11zfb_venta_casa_pilar_balcon_suite_gimnasio_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_vista_sauna_garage_tenis_impecable_placard_azul-propiedades_cvb
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3752825,-58.8706137",120000.0,USD,1819488.0,120000.0,150.0,143.0,800.0,839.1608391608391,,,,http://escobar.properati.com.ar/w9ib_venta_casa_escobar_escobar_100
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,300000.0,USD,4548720.0,300000.0,220.0,220.0,1363.6363636363635,1363.6363636363635,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12o3f_venta_casa_pilar_suite_parrilla_piscina_toilette_vestidor_dependencias_blanco-propiedades_dii
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.762001,-58.2112961",,,,,,,,,,2.0,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/gqvr_venta_departamento_berazategui_calle-147_1100
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6358839,-58.6731877",,,,,0.0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/ws9a_venta_local_ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.45372391,-58.62492371",279000.0,USD,4230309.6,279000.0,,,,,,,,http://nordelta.properati.com.ar/vn69_venta_departamentos_nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6718398984,-58.5498387968",76500.0,USD,1159923.6,76500.0,84.0,42.0,910.7142857142856,1821.4285714285716,,,,http://san-justo-la-matanza.properati.com.ar/1171f_venta_casa_san-justo_lavadero_patio_luminoso_gb-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.4011325572,-58.7325654056",700000.0,USD,10613680.0,700000.0,338.0,266.0,2071.005917159763,2631.5789473684213,,4.0,,http://maschwitz.properati.com.ar/gj7l_venta_casa_maschwitz
sell,house,|Argentina|Capital Federal|Retiro|,"-34.5946436,-58.3790326",2900000.0,USD,43970960.0,2900000.0,0.0,1300.0,,2230.769230769231,,5.0,,http://retiro.properati.com.ar/xla4_venta_casa_retiro_patio
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Garín|,"-34.418019551,-58.7300262492",100000.0,USD,1516240.0,100000.0,269.0,80.0,371.7472118959108,1250.0,,,,http://garin.properati.com.ar/g5nn_venta_casa_garin
sell,PH,|Argentina|Capital Federal|Belgrano|,"-34.5559928,-58.4560339",87500.0,USD,1326710.0,87500.0,37.0,33.0,2364.864864864865,2651.5151515151515,6.0,1.0,,http://belgrano.properati.com.ar/xow2_venta_ph_belgrano_parrilla_piscina_sum_lujoso_amenities
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5218683,-58.4721655",170000.0,USD,2577608.0,170000.0,70.0,62.0,2428.5714285714284,2741.935483870968,1.0,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/wsvw_venta_departamentos_vicente-lopez_bartolome-cruz_1200
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.483767,-58.489209",7500000.0,USD,113718000.0,7500000.0,,20.0,,375000.0,,,,http://martinez.properati.com.ar/pa2k_venta_local_san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.577168,-58.538654",23000.0,USD,348735.2,23000.0,,,,,,3.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/ph6o_venta_departamentos_general-san-martin
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4672694241,-58.5066916629",2200000.0,USD,33357280.0,2200000.0,700.0,700.0,3142.8571428571427,3142.8571428571427,,,,http://san-isidro.properati.com.ar/12ty0_venta_casa_san-isidro_suite_jardin_piscina_dependencias_julie-fortabat-propiedades_djs
sell,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,"-34.5818853,-58.495122",80000.0,USD,1212992.0,80000.0,53.0,45.0,1509.433962264151,1777.7777777777778,,,,http://villa-pueyrredon.properati.com.ar/g6nc_venta_departamento_villa-pueyrredon
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.906733,-57.95037",70000.0,USD,1061368.0,70000.0,,73.0,,958.9041095890412,,3.0,,http://la-plata.properati.com.ar/10vth_venta_ph_la-plata_patio_garage_placard_re-max-impacto
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.392108,-58.729005",110000.0,USD,1667864.0,110000.0,,86.0,,1279.0697674418604,,3.0,,http://escobar.properati.com.ar/10y0r_venta_casa_escobar_jardin_lavadero_parrilla_garage_estrenar_re-max-uno-iii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,,115000.0,USD,1743676.0,115000.0,,86.0,,1337.2093023255811,,3.0,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/mp3a_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4831676,-58.4850233",2150000.0,USD,32599160.0,2150000.0,1707.0,610.0,1259.519625073228,3524.590163934426,,,,http://martinez.properati.com.ar/nej2_venta_casa_martinez_martinez-ladislao_1300
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.637146,-58.69875336",85000.0,USD,1288804.0,85000.0,,,,,,,,http://ituzaingo.properati.com.ar/12guj_venta_ph_ituzaingo_baulera_vignolo-propiedades
sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,,,,,,48.0,39.0,,,1.0,2.0,750,http://parque-chacabuco.properati.com.ar/12elv_venta_departamentos_parque-chacabuco_avenida-jose-maria-moreno_1270_patio_luminoso_placard_subte-linea-e_bilardo-negocios-inmobiliarios_3lr
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",550000.0,USD,8339320.0,550000.0,294.0,294.0,1870.748299319728,1870.748299319728,,1.0,,http://nordelta.properati.com.ar/zzfx_venta_departamentos_nordelta_balcon_suite_jardin_lavadero_parrilla_piscina_terraza_toilette_dependencias_garage_estrenar_azul-propiedades_cvb
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6123648,-58.4245924",75000.0,USD,1137180.0,75000.0,40.0,40.0,1875.0,1875.0,,2.0,,http://almagro.properati.com.ar/10b2k_venta_departamentos_almagro_migliorisi-propiedades_cy3
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9145393,-57.9387055",,,,,62.0,58.0,,,2.0,,,http://la-plata.properati.com.ar/12vht_venta_departamentos_la-plata_garage_betancor_c66
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.60801,-58.414779",81000.0,USD,1228154.4,81000.0,,42.0,,1928.571428571429,4.0,2.0,,http://almagro.properati.com.ar/117u8_venta_departamentos_boedo_balcon_lavadero_luminoso_placard_re-max-liberty
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,180.0,,,,4.0,,http://ramos-mejia.properati.com.ar/s7n9_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5482144,-58.4570902",970000.0,USD,14707528.0,970000.0,180.0,172.0,5388.888888888889,5639.53488372093,,,,http://nunez.properati.com.ar/yaew_venta_departamentos_nunez_suite_gimnasio_parrilla_piscina_sum_toilette_sauna_garage_amenities_estrenar_doble-circulacion_cristian-bau-propiedades_4pq
sell,house,|Argentina|Capital Federal|Floresta|,"-34.5996696,-58.5106788",150000.0,USD,2274360.0,150000.0,1053.0,145.0,142.45014245014244,1034.4827586206898,,4.0,,http://floresta.properati.com.ar/mqs3_venta_casa_bahia-blanca
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6585286646,-58.6985141351",85000.0,USD,1288804.0,85000.0,90.0,70.0,944.4444444444443,1214.2857142857142,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/vnxl_venta_casa_ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.63401031,-58.79138184",45000.0,USD,682308.0,45000.0,,,,,,,,http://paso-del-rey.properati.com.ar/1179w_venta_departamentos_paso-del-rey_patio_garage_sonia-lo-bruno-propiedades_d7q
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.3715473,-58.679452",135000.0,USD,2046924.0,135000.0,300.0,106.0,450.0,1273.5849056603774,,,,http://benavidez.properati.com.ar/zyly_venta_casa_benavidez_italia_6000_suite_lavadero_parrilla_toilette_maria-de-tigre-patricia-asensio-csi-4332
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.906311,-58.069696",,,,,,,,,,5.0,,http://city-bell.properati.com.ar/x02r_venta_casa_la-plata
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.618557,-58.5647528",,,,,226.0,116.0,,,1.0,4.0,,http://caseros.properati.com.ar/10dys_venta_departamentos_caseros_parrilla_patio_terraza_vestidor_cozzo-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,115000.0,USD,1743676.0,115000.0,,45.0,,2555.555555555556,,2.0,,http://ramos-mejia.properati.com.ar/xu6k_venta_departamentos_ramos-mejia_balcon_garage_estrenar_losa-radiante
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.6036844,-58.3815591",130000.0,USD,1971112.0,130000.0,635.0,,204.7244094488189,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10x3f_venta_casa_tigre_folger-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5489004044,-58.5754020847",,,,,,115.0,,,,,,http://san-martin.properati.com.ar/rscp_venta_casa_san-martin
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.6582876,-58.5038561",350000.0,USD,5306840.0,350000.0,1120.0,270.0,312.5,1296.2962962962963,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/w9dp_venta_casa_escobar_escobar_100
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5582269,-58.4583569",105000.0,USD,1592052.0,105000.0,35.0,33.0,3000.0,3181.818181818182,,1.0,,http://belgrano.properati.com.ar/11c9x_venta_departamentos_belgrano_garage_bashem-desarrollos-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.50862,-58.94176",357000.0,USD,5412976.8,357000.0,221.0,221.0,1615.3846153846157,1615.3846153846157,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12o1l_venta_casa_tigre_suite_jardin_lavadero_parrilla_toilette_dependencias_blanco-propiedades_dii
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5263491649,-58.4871888948",180000.0,USD,2729232.0,180000.0,78.0,78.0,2307.692307692308,2307.692307692308,,4.0,,http://florida.properati.com.ar/11qna_venta_ph_florida_patio_dic-propiedades_c80
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Castores|,"-34.401977,-58.670427",465000.0,USD,7050516.0,465000.0,,245.0,,1897.9591836734692,,5.0,,http://barrio-los-castores.properati.com.ar/xa5h_venta_casa_nordelta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,245000.0,USD,3714788.0,245000.0,98.0,82.0,2500.0,2987.8048780487807,,3.0,,http://nordelta.properati.com.ar/zsnd_venta_departamentos_nordelta_baulera_jardin_parrilla_terraza_luminoso_garage_amenities_nucifora-propiedades_crq
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6116779,-58.4302251",450000.0,USD,6823080.0,450000.0,330.0,255.0,1363.6363636363635,1764.7058823529412,,6.0,5700,http://almagro.properati.com.ar/pilo_venta_departamentos_almagro_rio-de-janeiro_300
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,300000.0,USD,4548720.0,300000.0,1060.0,175.0,283.0188679245283,1714.2857142857142,,,,http://benavidez.properati.com.ar/wnry_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9141370653,-57.9597328609",,,,,259.0,192.0,,,13.0,4.0,,http://la-plata.properati.com.ar/x5cm_venta_departamentos_la-plata
sell,PH,|Argentina|Capital Federal|Boca|,"-34.6317693,-58.3574946",60000.0,USD,909744.0,60000.0,52.0,43.0,1153.8461538461538,1395.3488372093022,,2.0,500,http://boca.properati.com.ar/k2ez_venta_departamentos_boca_brin-ministro_900
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5904414822,-58.6243851445",150000.0,USD,2274360.0,150000.0,377.0,200.0,397.8779840848806,750.0,,,,http://hurlingham-bs-as-g-b-a-zona-oeste.properati.com.ar/tykc_venta_casa_hurlingham
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6635437,-58.601813",72000.0,USD,1091692.8,72000.0,58.0,48.0,1241.3793103448277,1500.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/11cgb_venta_ph_moron_patio_terraza_garage_veronica-espinosa-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,145000.0,USD,2198548.0,145000.0,100.0,123.0,1450.0,1178.861788617886,,3.0,,http://benavidez.properati.com.ar/ov0x_venta_casa_escobar
sell,store,|Argentina|Capital Federal|Palermo|,"-34.5627253,-58.4422891",160000.0,USD,2425984.0,160000.0,42.0,42.0,3809.5238095238096,3809.5238095238096,,2.0,580,http://palermo.properati.com.ar/10a0o_venta_local_palermo_patio_luminoso_impecable_lexinton-propiedades_937
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4496439,-58.5289176",475000.0,USD,7202140.0,475000.0,505.0,300.0,940.5940594059406,1583.3333333333333,,,,http://victoria.properati.com.ar/11j0q_venta_casa_victoria_gaspar-campos_300_rene-martin
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6426481,-58.5652957",,,,,,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/rqrs_venta_local_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5320678,-58.4705933",650000.0,USD,9855560.0,650000.0,508.0,360.0,1279.5275590551182,1805.555555555556,,6.0,,http://vicente-lopez.properati.com.ar/11lje_venta_casa_vicente-lopez_balcon_suite_hidromasaje_jardin_lavadero_piscina_vestidor_luminoso_vista_dependencias_garage_bellagamba_b72
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85000.0,USD,1288804.0,85000.0,,40.0,,2125.0,,2.0,,http://ramos-mejia.properati.com.ar/soyh_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Longchamps|,"-34.8421058,-58.3580671",900000.0,ARS,897502.02,59192.61,140.0,140.0,422.8043571428572,6428.571428571428,,,,http://longchamps.properati.com.ar/12vzo_venta_casa_longchamps_jardin_lavadero_parrilla_piscina_quincho_terraza_garage_yamamoto-negocios-inmobiliarios
sell,apartment,|Argentina|Capital Federal|Monte Castro|,"-34.616431,-58.500434",130000.0,USD,1971112.0,130000.0,,70.0,,1857.142857142857,,3.0,,http://monte-castro.properati.com.ar/v9fj_venta_departamentos_liniers
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Florencio Varela|Bosques|,"-34.811742,-58.229206",63000.0,USD,955231.2,63000.0,,20.0,,3150.0,,3.0,,http://bosques.properati.com.ar/11wmi_venta_casa_bosques_balcon_re-max-sur-iii
sell,PH,|Argentina|Capital Federal|Parque Chacabuco|,"-34.639544,-58.4325537",84000.0,USD,1273641.6,84000.0,43.0,40.0,1953.4883720930231,2100.0,,,,http://parque-chacabuco.properati.com.ar/sqih_venta_ph_parque-chacabuco
sell,apartment,|Argentina|Capital Federal|Barracas|,,95000.0,USD,1440428.0,95000.0,72.0,71.0,1319.4444444444443,1338.0281690140846,,3.0,,http://barracas.properati.com.ar/11hfi_venta_departamentos_barracas_balcon_di-mitrio-inmobiliaria_90i
sell,PH,|Argentina|Capital Federal|Villa Devoto|,"-34.6127157,-58.5049914",80000.0,USD,1212992.0,80000.0,35.0,35.0,2285.714285714286,2285.714285714286,,2.0,,http://villa-devoto.properati.com.ar/htn8_venta_ph_villa-devoto
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4421289,-58.5679054",280000.0,USD,4245472.0,280000.0,800.0,180.0,350.0,1555.5555555555557,,3.0,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/vf6w_venta_casa_tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.736481,-58.28717",72000.0,USD,1091692.8,72000.0,,79.0,,911.3924050632912,,3.0,,http://quilmes.properati.com.ar/wdgv_venta_departamentos_quilmes
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Ezeiza|,"-34.8489246,-58.5145718",65000.0,USD,985556.0,65000.0,55.0,0.0,1181.8181818181818,,,3.0,1,http://ezeiza.properati.com.ar/zuuk_venta_departamentos_ezeiza_lavadero_luminoso_placard_ianchuk-negocios-inmobiliarios_9in
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,"-34.7725835,-58.3688256",150000.0,USD,2274360.0,150000.0,,,,,,4.0,,http://temperley.properati.com.ar/tyba_venta_casa_temperley
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,,225000.0,USD,3411540.0,225000.0,170.0,115.0,1323.529411764706,1956.5217391304348,,,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/1145p_venta_casa_berazategui_suite_vestidor_garage_goldoni-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7633972,-58.3938909",77700.0,USD,1178118.48,77700.0,32.0,,2428.125,,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/iem8_venta_departamento_lomas-de-zamora
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,335000.0,USD,5079404.0,335000.0,850.0,210.0,394.11764705882354,1595.2380952380952,,,,http://benavidez.properati.com.ar/xfct_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,320000.0,USD,4851968.0,320000.0,0.0,94.0,,3404.255319148936,,,,http://nordelta.properati.com.ar/106es_venta_departamentos_nordelta_0_suite_gimnasio_lavadero_parrilla_piscina_terraza_vestidor_vista_garage_tenis_amenities_placard_aire-acondicionado_estrenar_losa-radiante_mieres-nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6207397,-58.7062083",130000.0,USD,1971112.0,130000.0,505.0,205.0,257.4257425742574,634.1463414634146,,,,http://parque-leloir.properati.com.ar/ylrx_venta_casa_parque-leloir_quincho_garage_placard_matias-szpira-bienes-raices-casa-central
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.579968,-58.432235",183000.0,USD,2774719.2,183000.0,,64.0,,2859.375,7.0,2.0,,http://palermo.properati.com.ar/11ph8_venta_departamentos_palermo_balcon_suite_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_vista_amenities_aire-acondicionado_losa-radiante_re-max-vanguard
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Talar del Lago 1|,"-34.4462516,-58.6439219",780000.0,USD,11826672.0,780000.0,280.0,280.0,2785.714285714286,2785.714285714286,,4.0,,http://talar-del-lago-1.properati.com.ar/woby_venta_casa_tigre
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5989208629,-58.4458254638",125000.0,USD,1895300.0,125000.0,52.0,45.0,2403.846153846154,2777.777777777778,2.0,,,http://villa-crespo.properati.com.ar/ufpp_venta_departamentos_villa-crespo_serrano_200
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.5636498,-58.4653792",162000.0,USD,2456308.8,162000.0,71.0,45.0,2281.6901408450703,3600.0,,1.0,1800,http://coghlan.properati.com.ar/xktd_venta_departamentos_palermo_balcon_piscina_sum_terraza_luminoso_garage_aire-acondicionado_estrenar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4219091,-58.5796396",280736.0,USD,4256631.52,280736.0,103.0,98.0,2725.5922330097087,2864.6530612244896,,4.0,,http://tigre.properati.com.ar/zsf2_venta_departamentos_tigre_balcon_suite_lavadero_garage_nucifora-propiedades_cro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,210000.0,USD,3184104.0,210000.0,103.0,75.0,2038.8349514563104,2800.0,,,,http://nordelta.properati.com.ar/10og1_venta_departamentos_nordelta_balcon_baulera_suite_lavadero_parrilla_piscina_vestidor_vista_garage_losa-radiante_salaya-romera-nordelta
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6002458,-58.4191068",180000.0,USD,2729232.0,180000.0,150.0,150.0,1200.0,1200.0,,,3352,http://almagro.properati.com.ar/109yl_venta_departamentos_almagro_suite_lavadero_parrilla_patio_quincho_toilette_impecable_brick-propiedades-local-alto-palermo
sell,apartment,|Argentina|Capital Federal|Belgrano|,,,,,,,,,,,,,http://belgrano.properati.com.ar/vocj_venta_departamentos_belgrano
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100000.0,USD,1516240.0,100000.0,,40.0,,2500.0,,2.0,,http://ramos-mejia.properati.com.ar/v99r_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5391878,-58.7196458",110000.0,USD,1667864.0,110000.0,397.0,,277.0780856423174,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/xwbg_venta_casa_san-miguel_sabrina-dellagogna-bienes-raices
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,155000.0,USD,2350172.0,155000.0,88.0,105.0,1761.3636363636365,1476.190476190476,,4.0,,http://haedo.properati.com.ar/zke9_venta_casa_haedo_gurruchaga-estudio-inmobiliario
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.54483,-58.460162",450000.0,USD,6823080.0,450000.0,,142.0,,3169.0140845070423,16.0,4.0,,http://nunez.properati.com.ar/znrz_venta_departamentos_nunez_balcon_baulera_suite_lavadero_vista_lujoso_garage_doble-circulacion_re-max-total-v
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Bermudas Country Club|,"-34.4112684,-58.8487325",70000.0,USD,1061368.0,70000.0,,45.0,,1555.5555555555557,,1.0,,http://bermudas-country-club.properati.com.ar/zkgw_venta_departamentos_pilar_gimnasio_lavadero_piscina_sum_lujoso_garage_amenities_av-maipu
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4811169,-58.5885441",,,,,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10nsn_venta_casa_tigre_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_vista_dependencias_garage_aire-acondicionado_losa-radiante_m-m-propiedades_bhs
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.6340099,-58.791382",120000.0,USD,1819488.0,120000.0,271.0,,442.8044280442804,,,,,http://paso-del-rey.properati.com.ar/izf8_venta_casa_paso-del-rey
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5313653,-58.4813568",200000.0,USD,3032480.0,200000.0,101.0,90.0,1980.1980198019803,2222.222222222222,,3.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/q3yx_venta_ph_vicente-lopez
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85000.0,USD,1288804.0,85000.0,30.0,40.0,2833.333333333333,2125.0,,2.0,,http://ramos-mejia.properati.com.ar/u9ip_venta_casa_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.475379,-58.521661",75000.0,USD,1137180.0,75000.0,,46.0,,1630.4347826086955,,1.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/y769_venta_casa_san-isidro_patio_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.433301,-58.586118",179200.0,USD,2717102.08,179200.0,,253.0,,708.300395256917,103.0,4.0,,http://tigre.properati.com.ar/11ycv_venta_departamentos_tigre_balcon_suite_gimnasio_lavadero_piscina_terraza_garage_placard_re-max-data-house
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6585634,-58.583578",160000.0,USD,2425984.0,160000.0,530.0,160.0,301.8867924528302,1000.0,,,,http://villa-luzuriaga.properati.com.ar/j63d_venta_ph_villa-luzuriaga
